#separator:semicolon
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:4
5bd92c71-c20e-42e0-bbc2-c6bb761fb7f7;Basic;Math::Algebra;Math Algebra Identity;<p>Quadratic formula</p>;"<p>If</p>


\[ a x^2 + b x + c = 0 \]

<p>then</p>


\[ x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a} \]"
0d35933e-044b-4372-a9d9-35feeac16d5d;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the relationship between convergent and bounded sequences?</p>;"<section style=""text-align: left""><p>If a sequence \(\{a_n\}\) converges, then it is bounded.</p></section>"
50e78fcd-dee3-42fd-8780-957495e269e0;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is a monotone sequence?</p>;"<section style=""text-align: left""><p>A sequence \(\{a_n\}\) is <strong>increasing</strong> for all \(n \ge n_0\) if</p>


\[ a_n \le a_{n+1} \text{ for all } n \ge n_0. \]

<p>A sequence \(\{a_n\}\) is <strong>decreasing</strong> for all \(n \ge n_0\) if</p>


\[ a_n \ge a_{n+1} \text{ for all } n \ge n_0. \]

<p>A sequence \(\{a_n\}\) is a <strong>monotone sequence</strong> for all \(n \ge n_0\) if it is increasing for all \(n \ge n_0\) or decreasing for all \(n \ge n_0\).</p></section>"
0bf2e096-b7b1-4adc-8707-3d1e44270212;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the monotone convergence theorem?</p>;"<section style=""text-align: left""><p>If \(\{a_n\}\) is a bounded sequence and there exists a positive integer \(n_0\) such that \(\{a_n\}\) is monotone for all \(n \ge n_0\), then \(\{a_n\}\) converges.</p></section>"
58cab50f-a723-480d-bf0d-3106488662e3;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is an infinite series?</p>;"<section style=""text-align: left""><p>An infinite series is a sum of the terms of an infinite sequnce \(a_n\):</p>


\[ \sum_{n=1}^{\infty} a_n = a_1 + a_2 + a_3 + \ldots \]</section>"
93f248cd-b3a3-4dda-bc04-226c19150d29;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the harmonic series?</p>;"<section style=""text-align: left""><p>The harmonic series is an infinite series of the following form</p>


\[ \sum_{n=1}^{\infty} \frac{1}{n} \]

<p>The harmonic series is a special case of the p-series with \(p = 1\).</p></section>"
87b92c0f-529b-48f1-a746-b2353f79c5e0;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What does the harmonic series converge to?</p>;"<section style=""text-align: left""><p>The harmonic series \(\sum_{n=1}^{\infty} \frac{1}{n}\) diverges to infinity.</p></section>"
a41bf7c5-f5bf-4b2b-93f5-33bf47d34534;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the geometric series?</p>;"<section style=""text-align: left""><p>The geometric series is an infinite series of the following form</p>


\[ \sum_{n=0}^{\infty} a r^{n} = a + ar + ar^2 + ar^3 + \ldots \]</section>"
dcceaa97-335a-4e0f-a7e1-2bcb44fa9b31;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What does the geometric series converge to?</p>;"<section style=""text-align: left""><p>The geometric series \(\sum_{n=0}^{\infty} a r^{n}\) converges to \(\frac{a}{1 - r}\) if \(|r| < 1\), otherwise it diverges.</p></section>"
eea1c4ce-a96a-4596-8e5e-a67cb648ac49;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the p-series?</p>;"<section style=""text-align: left""><p>The p-series series is an infinite series of the following form</p>


\[ \sum_{n=1}^{\infty} \frac{1}{n^p} = \frac{1}{1^p} + \frac{1}{2^p} + \frac{1}{3^p} + \ldots \]</section>"
f96fd296-19af-4207-8f66-f89f8a78f834;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What does the p-series converge to?</p>;"<section style=""text-align: left""><p>The p-series \(\sum_{n=1}^{\infty} \frac{1}{n^p}\) converges if \(p > 1\), otherwise it diverges.</p></section>"
d6710fcd-97c7-40dc-9d00-4e7b53e085a5;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the telescoping series?</p>;"<section style=""text-align: left""><p>The telescoping series is an infinite series of the following form</p>


\[ \sum_{n=1}^{\infty} a_n - a_{n+1}. \]

<p>In other words, the telescoping series is a series in which most of the terms cancel in each of the partial sums, leaving only some of the first terms and some of the last terms.</p></section>"
3e5a7aed-308d-47dd-af71-b29df020ec1b;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What are the algebraic properties of convergent series?</p>;"<section style=""text-align: left""><p>Let \(\sum_{n=1}^{\infty} a_n\) and \(\sum_{n=1}^{\infty} b_n\) be convergent series. Then the following algebraic properties hold.</p>
<ul>
<li>Sum Rule: The series \(\sum_{n=1}^{\infty} (a_n + b_n)\) converges and \(\sum_{n=1}^{\infty} (a_n + b_n) = \sum_{n=1}^{\infty} a_n + \sum_{n=1}^{\infty} b_n\).</li>
<li>Difference Rule: The series \(\sum_{n=1}^{\infty} (a_n - b_n)\) converges and \(\sum_{n=1}^{\infty} (a_n - b_n) = \sum_{n=1}^{\infty} a_n - \sum_{n=1}^{\infty} b_n\).</li>
<li>Constant Multiple Rule: For any real number \(c\), the series \(\sum_{n=1}^{\infty} c a_n\) converges and \(\sum_{n=1}^{\infty} c a_n = c \sum_{n=1}^{\infty} a_n\).</li>
</ul></section>"
8b230000-c558-4a4d-9e72-dde74e800a3c;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the divergence test for a series?</p>;"<section style=""text-align: left""><p>Consider the sequence \(a_n\). If \(\lim_{n \to \infty} a_n \neq 0\) or \(\lim_{n \to \infty} a_n\) does not exist, then the series \(\sum_{n=1}^{\infty} a_n\) diverges.</p>
<p>The converse is not true. That is, if \(\lim_{n \to \infty} a_n = 0\), we cannot make any conclusion about the convergence of \(\sum_{n=1}^{\infty} a_n\).</p></section>"
6193cc59-333f-4fc3-93f1-a2fcf2ae66c2;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the integral test?</p>;"<section style=""text-align: left""><p>Suppose \(\sum_{n = 0}^{\infty} a_n\) is a series with positive terms \(a_n\). Suppose there exists a function \(f\) and a positive integer \(N\) such that the following three conditions are satisfied:</p>
<ul>
<li>\(f\) is continuous,</li>
<li>\(f\) is decreasing, and</li>
<li>\(f(n) = a_n\) for all integers \(n \ge N\).</li>
</ul>
<p>Then \(\sum_{n=1}^{\infty} a_n\) and \(\int_{N}^{\infty} f(x) \, dx\) both converge or both diverge.</p>
<p>Although convergence of the integral implies convergence of the related series, it does not imply that the value of the integral and the series are the same.</p></section>"
5efda830-4a1d-4034-9fe8-5ce6c01727a4;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>How to estimate the value of a series?</p>;"<section style=""text-align: left""><p>TODO</p></section>"
ec76c348-38c2-496b-b913-8a6d8fa30c46;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>How to estimate the remainder of a series?</p>;"<section style=""text-align: left""><p>TODO</p></section>"
5d500a14-517b-4770-a0d4-99193cc658fe;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the direct comparison test?</p>;"<section style=""text-align: left""><p>Suppose there exists an integer \(N\) such that \(0 \le a_n \le b_n\) for all \(n \ge N\). If \(\sum_{n=1}^{\infty} b_n\) converges, then \(\sum_{n=1}^{\infty} a_n\) converges.</p>
<p>Suppose there exists an integer \(N\) such that \(a_n \ge b_n \ge 0\) for all \(n \ge N\). If \(\sum_{n=1}^{\infty} b_n\) diverges, then \(\sum_{n=1}^{\infty} a_n\) diverges.</p></section>"
80c0f022-dce7-4522-8911-c264fc044cd9;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the limit comparison test?</p>;"<section style=""text-align: left""><p>Let \(a_n\), \(b_n \ge 0\) for all \(n \ge 1\).</p>
<p>If \(\lim_{n \to \infty} a_n/b_n = L \ne 0\), then \(\sum_{n=1}^{\infty} a_n\) and \(\sum_{n=1}^{\infty} b_n\) both converge or both diverge.</p>
<p>If \(\lim_{n \to \infty} a_n/b_n = 0\) and \(\sum_{n=1}^{\infty} b_n\) converges, then \(\sum_{n=1}^{\infty} a_n\) converges.</p>
<p>If \(\lim_{n \to \infty} a_n/b_n = \infty\) and \(\sum_{n=1}^{\infty} b_n\) diverges, then \(\sum_{n=1}^{\infty} a_n\) diverges.</p></section>"
9b3422e3-6fd1-47e1-8c1a-0e07faca391d;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the alternating series?</p>;"<section style=""text-align: left""><p>The alternating series is a sum of the terms of an infinite sequnce \(a_n\) whose terms alternate between positive and negative values:</p>


\[ \sum_{n=1}^{\infty} (-1)^{n+1} a_n = a_1 - a_2 + a_3 - \ldots \]

<p>or</p>


\[ \sum_{n=1}^{\infty} (-1)^{n} a_n = - a_1 + a_2 - a_3 + \ldots \]</section>"
3316723a-346e-480d-aa82-7255f731909b;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the alternating series test?</p>;"<section style=""text-align: left""><p>An alternating series of the form \(\sum_{n=1}^{\infty} (-1)^{n+1} \, a_n\) or \(\sum_{n=1}^{\infty} (-1)^{n} \, a_n\) converges if \(0 < a_{n+1} \le a_n\) for all \(n \ge 1\) and \(\lim_{n \to \infty} a_n = 0\).</p></section>"
e5825e9a-a1c8-4e17-9591-102ed7f6bb72;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the remainder of an alternating series?</p>;"<section style=""text-align: left""><p>TODO</p></section>"
cc1cac4a-aeae-4629-9052-058ffe55fdfc;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the relationship between absolute and conditional convergence?</p>;"<section style=""text-align: left""><p>A series \(\sum_{n=1}^{\infty} a_n\) exhibits <strong>absolute convergence</strong> if \(\sum_{n=1}^{\infty} |a_n|\) converges.</p>
<p>A series \(\sum_{n=1}^{\infty} a_n\) exhibits <strong>conditional convergence</strong> if \(\sum_{n=1}^{\infty} a_n\) converges but \(\sum_{n=1}^{\infty} |a_n|\) diverges.</p>
<p>If \(\sum_{n=1}^{\infty} |a_n|\) converges, then \(\sum_{n=1}^{\infty} a_n\) converges.</p></section>"
90ae712b-a1a7-491c-b221-7fe0d9feb589;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the ratio test?</p>;"<section style=""text-align: left""><p>Consider the series \(\sum_{n=1}^{\infty} a_n\) with nonzero terms. Let</p>


\[ \rho = \lim_{n \to \infty} \left| \frac{a_{n+1}}{a_n} \right| \]

<ul>
<li>If \(0 \le \rho < 1\), then \(\sum_{n=1}^{\infty} a_n\) converges absolutely.</li>
<li>If \(\rho > 1\) or \(\rho = \infty\), then \(\sum_{n=1}^{\infty} a_n\) diverges.</li>
<li>If \(\rho = 1\), the test does not provide any information.</li>
</ul></section>"
b59ec2f4-4814-43e0-834f-5ce63e389835;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the root test?</p>;"<section style=""text-align: left""><p>Consider the series \(\sum_{n=1}^{\infty} a_n\). Let</p>


\[ \rho = \lim_{n \to \infty} \sqrt[n]{|a_n|} \]

<ul>
<li>If \(0 \le \rho < 1\), then \(\sum_{n=1}^{\infty} a_n\) converges absolutely.</li>
<li>If \(\rho > 1\) or \(\rho = \infty\), then \(\sum_{n=1}^{\infty} a_n\) diverges.</li>
<li>If \(\rho = 1\), the test does not provide any information.</li>
</ul></section>"
4a903ff1-242d-4f52-80af-1bfbaeb46c0a;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What is the power series?</p>;"<section style=""text-align: left""><p>The power series centered at \(x = 0\) is an infinite series of the following form</p>


\[ \sum_{n=0}^{\infty} c_n x^n = c_0 + c_1 x + c_2 x^2 + \ldots \]

<p>The power series centered at \(x = a\) is an infinite series of the following form</p>


\[ \sum_{n=0}^{\infty} c_n (x - a)^n = c_0 + c_1 (x - a) + c_2 (x - a)^2 + \ldots \]

<p>where \(x\) is a variable and the coefficients \(c_n\) are constants.</p></section>"
1a794726-d3d3-47ca-9a3a-850ea9f2b75b;Basic;Math::Calculus::Sequences and Series;Math Calculus Sequences-and-Series Theory;<p>What are the convergence properties of a power series?</p>;"<section style=""text-align: left""><p>Consider the power series \(\sum_{n=0}^{\infty} c_n (x - a)^n\). The series satisfies exactly one of the following properties:</p>
<ul>
<li>The series converges at \(x=a\) and diverges for all \(x \ne a\).</li>
<li>The series converges for all real numbers \(x\).</li>
<li>There exists a real number \(R>0\) such that the series converges if \(|x − a| < R\) and diverges if \(|x − a| > R\). At the values \(x\) where \(|x − a| = R\), the series may converge or diverge.</li>
</ul></section>"
e304cc52-6040-4bc0-98ea-edd399f56746;Basic;Math::Calculus::Vector Calculus;Math Calculus Vectors Theory;<p>What is the dot product?</p>;"<section style=""text-align: left""><p>Consider two vectors \(\mathbf{a}\) and \(\mathbf{b}\) in an \(n\)-dimensional space \(\mathbf{a} = [a_1, a_2, \ldots, a_n]\), \(\mathbf{b} = [b_1, b_2, \ldots, b_n]\).</p>
<p><strong>Algebraic Definition</strong></p>
<p>The dot product of \(\mathbf{a}\) and \(\mathbf{b}\) is computed as the sum of the products of the corresponding components:</p>


\[ \mathbf{a} \cdot \mathbf{b} = a_1 b_1 + a_2 b_2 + \ldots + a_n b_n = \sum_{i = 1}^{n} a_i b_i \]

<p><strong>Geometric Definition</strong></p>
<p>The dot product of \(\mathbf{a}\) and \(\mathbf{b}\) is defined in terms of the magnitudes (lengths) of the vectors and the angle between them:</p>


\[ \mathbf{a} \cdot \mathbf{b} = \| \mathbf{a} \| \, \| \mathbf{b} \| \, \cos \theta \]

<p>where</p>
<ul>
<li>\(\| \mathbf{a} \|\) is the magnitude (length) of vector \(\mathbf{a}\).</li>
<li>\(\| \mathbf{a} \|\) is the magnitude (length) of vector \(\mathbf{b}\).</li>
<li>\(\theta\) is the angle between the two vectors.</li>
</ul></section>"
8d73624b-56e4-47b7-b6cc-34f17d1a740a;Basic;Math::Calculus::ODE;Math Calculus Differential-Equation ODE Theory;<p>What is an ordinary differential equation (ODE)?</p>;"<section style=""text-align: left""><p>An ordinary differential equation is a mathematical equation that relates an unknown function of a single independent variable to its derivatives with respect to that variable.</p>
<p>A general \(n\)-th order ordinary differential equation can be expressed as</p>


\[ F(x, y, y', y'', \ldots, y^{(n)}) = 0 \]

<p>where</p>
<ul>
<li>\(x\) is the independent variable.</li>
<li>\(y\) is the unknown function of \(x\), i.e., \(y = y(x)\).</li>
<li>\(y', y'', \ldots, y^{(n)}\) are the first, second, ..., \(n\)-th derivatives of \(y\) with respect to \(x\).</li>
<li>\(F\) is a given function relating all these variables and derivatives.</li>
</ul>
<p>The solution for a differential equation is a function which satisfies the above expression.</p></section>"
8d7d62ea-207c-4014-ac47-501c77a67f4b;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the definition of the Laplace transform?</p>;"<section style=""text-align: left""><p>The Laplace transform of a function \(f(t)\) is a function \(F(s)\) defined as</p>


\[ F(s) = \mathscr{L}\{f\} = \int_0^\infty e^{-st} f(t) \, dt \]

<p>where \(f(t)\) is a function of exponential order defined for all \(t \ge 0\).</p></section>"
43a42217-1482-4ab0-8079-f7f96de5c025;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the first translation or shifting property of the Laplace transform?</p>;"<section style=""text-align: left""><p>If \(f(t)\) has the transform \(F(s)\) then</p>


\[ \mathscr{L}\{e^{ct} f(t)\} = F(s - c) \]

\[ \mathscr{L}^{-1}\{F(s - c)\} = e^{ct} f(t) \]

<p>Example:</p>
<p>Since</p>


\[ \mathscr{L}\{ \cos 2t \} = \frac{s}{s^2 + 4} \]

<p>we have</p>


\[ \mathscr{L}\{ e^{3t} \cos 2t \} = F(s - 3) = \frac{(s - 3)}{(s - 3)^2 + 4} \]</section>"
3cc7581d-2936-4cb0-b698-5dd80e0fc009;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the second translation or shifting property of the Laplace transform?</p>;"<section style=""text-align: left""><p>If \(f(t)\) has the transform \(F(s)\) then</p>


\[ \mathscr{L}\{f(t - c) \, u(t - c)\} = e^{-cs} F(s) \]

\[ \mathscr{L}^{-1}\{e^{-cs} F(s)\} = f(t - c) \, u(t - c) \]

<p>where \(u(t - c)\) is the unit step function, which is defined as</p>


\[ u(t - c) = \left\{
\begin{array}{ll}
    1 & t \ge c \\
    0 & t < c
\end{array}
\right. \]

<p>Example:</p>
<p>Since</p>


\[ \mathscr{L}\{ t^3 \} = \frac{6}{s^4} \]

<p>we have</p>


\[ \mathscr{L}\{ f(t - 2) \, u(t - 2) \} = e^{-2s} F(s) = e^{-2s} \frac{6}{s^4} \]</section>"
39a2b3cf-dfbe-46cf-91ab-33a532832f8f;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the change of scale property of the Laplace transform?</p>;"<section style=""text-align: left""><p>If \(f(t)\) has the transform \(F(s)\) then</p>


\[ \mathscr{L}\{ f(ct) \} = \frac{1}{c} F \left( \frac{s}{c} \right) \]

\[ \mathscr{L}^{-1} \left\{ \frac{1}{c} F \left( \frac{s}{c} \right) \right\} = f(ct) \]

<p>Example:</p>
<p>Since</p>


\[ \mathscr{L}\{ \sin t \} = \frac{1}{s^2 + 1} \]

<p>we have</p>


\[ \mathscr{L}\{ \sin 3t \} = \frac{1}{3} F \left( \frac{s}{3} \right) = \frac{1}{3} \frac{1}{(s/3)^2 + 1} = \frac{3}{s^2 + 9} \]</section>"
eac4b24c-640b-4fc1-84fb-824606f2f347;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the unit step function \(u(t - c)\)?</p>;"<section style=""text-align: left""><p>The unit step function (Heaviside function) \(u(t - c)\) is defined as</p>


\[ u(t - c) = \left\{
\begin{array}{ll}
    1 & t \ge c \\
    0 & t < c
\end{array}
\right. \]</section>"
916a6953-0bc7-4fec-af26-c4e3d98ce08c;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the effect of multiplying by the unit step function \(u(t - c)\)?</p>;"<section style=""text-align: left""><p>Let \(f(t) = 0\) for all \(t < 0\).</p>
<ul>
<li>\(f(t) u(t - c)\) with \(c > 0\) is \(f(t)\) switched on at the point \(c\).</li>
<li>\(f(t - c) u(t - c)\) with \(c > 0\) is \(f(t)\) shifted (translated) to the right by the amount \(c\).</li>
</ul></section>"
d9403f39-2452-4940-855d-86a86391fe40;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the unit impulse function \(\delta(t - c)\)?</p>;"<section style=""text-align: left""><p>The unit impulse function (Dirac delta function) \(\delta(t - c)\) is a function that has the following properties.</p>
<p><strong>Infinite at the origin \(c\), zero everywhere else:</strong></p>


\[ \delta(t - c) = \left\{
\begin{array}{ll}
    \infty & t = c \\
    0 & t \ne c
\end{array}
\right. \]

<p><strong>Area of unity:</strong></p>


\[ \int_0^\infty \delta (t - c) \, dt = 1 \]

<p><strong>Shifting or sampling property:</strong></p>


\[ \int_{-\infty}^{\infty} f(t) \delta (t - c) \, dt = f(c) \]

<p>The unit impulse function is technically not a function but a <strong>generalized function</strong> or <strong>distribution</strong>.</p></section>"
fdaf1b7b-fe9b-4efc-af85-fa35f0c3dab2;Basic;Math::Calculus::Laplace Transform;Math Calculus Laplace-Transform Theory;<p>What is the derivative of the unit step function?</p>;"<section style=""text-align: left""><p>The derivative of the unit step function (Heaviside function) is the unit impulse function (Dirac delta function);</p>


\[ \frac{d}{dt} u(t) = \delta(t) \]</section>"
205a5237-31f0-4e31-867b-a9f6b6f02dca;Basic;Math::Calculus::PDE;Math Calculus Differential-Equation PDE Theory;<p>What is an partial differential equation (PDE)?</p>;"<section style=""text-align: left""><p>A partial differential equation is a mathematical equation that involves an unknown function of multiple independent variables and its partial derivatives with respect to those variables.</p>
<p>A general \(k\)-th order partial differential equation involving an unknown function \(u\) of \(n\) independent variables \(x_1, x_2, \dots, x_n\) can be expressed as</p>


\[ F\left( x_1, x_2, \dots, x_n, u, \frac{\partial u}{\partial x_1}, \dots, \frac{\partial u}{\partial x_n}, \frac{\partial^2 u}{\partial x_1^2}, \dots, \frac{\partial^k u}{\partial x_{i_1} \partial x_{i_2} \dots \partial x_{i_k}} \right) = 0 \]

<p>where</p>
<ul>
<li>\(x_1, x_2, \dots, x_n\) are the independent variables.</li>
<li>\(u = u(x_1, x_2, \dots, x_n)\) is the unknown function.</li>
<li>\(\frac{\partial^k u}{\partial x_{i_1} \partial x_{i_2} \dots \partial x_{i_k}}\) denotes a \(k\)-th order partial derivative.</li>
<li>\(F\) is a given function relating all these variables and derivatives.</li>
</ul>
<p>The solution for a differential equation is a function which satisfies the above expression.</p></section>"
21e20935-2ed8-4144-a9b0-a247f82535a0;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int 3x^2 \sqrt {x^3 + 1} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= x^3 + 1 \\
    du &= 3x^2 \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int 3x^2 \sqrt{x^3 + 1} \, dx
    &= \int \sqrt{u} \, du \\
    &= \frac{2}{3} u^{\frac{3}{2}} + C \\
    &= \frac{2}{3} (x^3 + 1)^{\frac{3}{2}} + C
\end{align*}
\]"
095a7c7f-5dcd-44dc-a276-8a61e1c34dd3;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int xe^{-x^2} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= -x^2 \\
    du &= -2x \, dx \\
    -\frac{1}{2} du &= x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int xe^{-x^2} \, dx
    &= -\frac{1}{2} \int e^u \, du \\
    &= -\frac{1}{2} e^u + C \\
    &= -\frac{1}{2} e^{-x^2} + C
\end{align*}
\]"
875a83ec-f114-43bf-a5ef-219477ce77d8;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{x}{(x^2 + 1)^2} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= x^2 + 1 \\
    du &= 2x \, dx \\
    \frac{1}{2} du &= x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{x}{(x^2 + 1)^2} \, dx
    &= \frac{1}{2} \int \frac{1}{u^2} \, du \\
    &= -\frac{1}{2} \frac{1}{u} + C \\
    &= -\frac{1}{2} \frac{1}{x^2 + 1} + C
\end{align*}
\]"
2e6da6b5-3de2-479a-9b13-b1e1fe86b9b7;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int e^{\cos x} \sin x \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \cos x \\
    du &= - \sin x \, dx \\
    - du &= \sin x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int e^{\cos x} \sin x \, dx
    &= - \int e^u \, du \\
    &= - e^u + C \\
    &= - e^{\cos x} + C
\end{align*}
\]"
53c54cce-59f7-47bc-a703-a916f15db9ee;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{e^x}{e^x + 1} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= e^x + 1 \\
    du &= e^x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{e^x}{e^x + 1} \, dx
    &= \int \frac{1}{u} \, du \\
    &= \ln |u| + C \\
    &= \ln (e^x + 1) + C
\end{align*}
\]"
af58e2f4-828b-464b-8139-534b1f6ebc5b;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{x}{x^2 + 1} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= x^2 + 1 \\
    du &= 2x \, dx \\
    \frac{1}{2} du &= x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{x}{x^2 + 1} \, dx
    &= \frac{1}{2} \int \frac{1}{u} \, du \\
    &= \frac{1}{2} \ln |u| + C \\
    &= \frac{1}{2} \ln (x^2 + 1) + C
\end{align*}
\]"
4e4c917d-5a19-40ef-b0f4-a163a104209d;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{\sin x}{1 + \cos^2 x} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \cos x \\
    du &= - \sin x \, dx \\
    - du &= \sin x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{\sin x}{1 + \cos^2 x} \, dx
    &= - \int \frac{1}{1 + u^2} \, du \\
    &= - \tan^{-1} u + C \\
    &= - \tan^{-1} (\cos x) + C
\end{align*}
\]"
e15c5451-debd-4eb0-a04f-057cd6a09661;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \cos(x) \sin(\sin(x)) \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \sin x \\
    du &= \cos x \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \cos(x) \sin(\sin(x)) \, dx
    &= \int \sin(u) \, du \\
    &= - \cos(u) + C \\
    &= - \cos(\sin(x)) + C
\end{align*}
\]"
7714e486-03b1-4921-91e2-24a6640529f8;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{\ln x}{x} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \ln x \\
    du &= \frac{1}{x} \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{\ln x}{x} \, dx
    &= \int u \, du \\
    &= \frac{1}{2} u^2 + C \\
    &= \frac{1}{2} (\ln x)^2 + C
\end{align*}
\]"
a54b54e4-8831-4778-93b0-aeec6d7bb8f1;Basic;Math::Calculus::Problems::Integrals;Math Calculus Problem Integral U-Substitution;"\[ \int \frac{1}{x \ln x} \, dx \]
<p>Solve the integral.</p>";"<p>Apply \(u\)-substitution:</p>


\[
\begin{align*}
    u &= \ln x \\
    du &= \frac{1}{x} \, dx
\end{align*}
\]

<p>Then:</p>


\[
\begin{align*}
    \int \frac{1}{x \ln x} \, dx
    &= \int \frac{1}{u} \, du \\
    &= \ln |u| + C \\
    &= \ln | \ln x | + C
\end{align*}
\]"
